case,seed,edit_index,target,outside_mean_abs_diff,outside_mean_sq_diff,outside_frac_changed,inside_mean_abs_diff,inside_frac_changed,threshold,base_image,edited,mask,metrics_path,base_prompt
0,0,0,obj1,0.020445726811885834,0.0009930931264534593,0.10718465334008097,0.12574484944343567,0.5797096108490566,0.0392156862745098,outputs/experiments/locality_demo_20260118_000427/case_000_seed000/base/image.png,outputs/experiments/locality_demo_20260118_000427/case_000_seed000/edits/edit_000/edited.png,outputs/experiments/locality_demo_20260118_000427/case_000_seed000/edits/edit_000/mask.png,outputs/experiments/locality_demo_20260118_000427/case_000_seed000/edits/edit_000/metrics.json,a red cat on a table
0,42,0,obj1,0.01737910695374012,0.0007042494835332036,0.061582742914979755,0.13439716398715973,0.6583652712264151,0.0392156862745098,outputs/experiments/locality_demo_20260118_000427/case_000_seed042/base/image.png,outputs/experiments/locality_demo_20260118_000427/case_000_seed042/edits/edit_000/edited.png,outputs/experiments/locality_demo_20260118_000427/case_000_seed042/edits/edit_000/mask.png,outputs/experiments/locality_demo_20260118_000427/case_000_seed042/edits/edit_000/metrics.json,a red cat on a table
